claim_id,prior_claim_id,disposition,active_for_rewrite,replacement_claim_ids,manuscript_section,component,claim_type,support_level,approval_status,proposed_claim,source_path,source_sha256,source_selector,source_row_number,source_column,exact_value,display_value,rounding_places,display_scale,evidence_anchor,evidence_scope,mandatory_qualifier,prohibited_overclaim
R2E113,,new,True,,Results — subgroup diagnostics,round2_subgroup,numerical,direct_exact,approved,"For Department, the P3 macro-F1 maximum-minus-minimum gap was 0.2179.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Department"",""metric"":""macro_f1"",""policy_id"":""P3""}",14,gap_max_minus_min,0.21790672381805379,0.2179,4,1,,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance."
R2E114,,new,True,,Results — subgroup diagnostics,round2_subgroup,numerical,direct_exact,approved,"For Department, the P3 QWK maximum-minus-minimum gap was 0.4388.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Department"",""metric"":""quadratic_weighted_kappa"",""policy_id"":""P3""}",15,gap_max_minus_min,0.4388239828694927,0.4388,4,1,,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance."
R2E115,,new,True,,Results — subgroup diagnostics,round2_subgroup,numerical,direct_exact,approved,"For Department, the P3 ordinal MAE maximum-minus-minimum gap was 0.1193.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Department"",""metric"":""ordinal_mae"",""policy_id"":""P3""}",16,gap_max_minus_min,0.1192831703318446,0.1193,4,1,,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance."
R2E116,,new,True,,Results — subgroup diagnostics,round2_subgroup,numerical,direct_exact,approved,"For Education Background, the P3 macro-F1 maximum-minus-minimum gap was 0.0413.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Education Background"",""metric"":""macro_f1"",""policy_id"":""P3""}",17,gap_max_minus_min,0.0412628535236719,0.0413,4,1,,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance."
R2E117,,new,True,,Results — subgroup diagnostics,round2_subgroup,numerical,direct_exact,approved,"For Education Background, the P3 QWK maximum-minus-minimum gap was 0.1190.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Education Background"",""metric"":""quadratic_weighted_kappa"",""policy_id"":""P3""}",18,gap_max_minus_min,0.1189736135731317,0.1190,4,1,,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance."
R2E118,,new,True,,Results — subgroup diagnostics,round2_subgroup,numerical,direct_exact,approved,"For Education Background, the P3 ordinal MAE maximum-minus-minimum gap was 0.0891.",reports/research_log/major_revision_round2/SUBGROUP_MANUSCRIPT_SUMMARY.csv,42b27483275e7de1f183b898764c9b6227670ab75d417d708025b1aec89d36c9,"{""attribute"":""Education Background"",""metric"":""ordinal_mae"",""policy_id"":""P3""}",19,gap_max_minus_min,0.089062499999999906,0.0891,4,1,,"Groups meeting the declared n≥30 support rule, with endpoints retained in the source row.",This is a descriptive support-dependent gap with exploratory intervals.,"Do not infer fairness, discrimination, or legal compliance."
R2E201,,new,True,,Methods — HR target construction,round2_hr_mapping,numerical,direct_exact,approved,The retained three-class HR label 2 support was 31.,reports/research_log/major_revision_v3/phase3b_data_quality/target_distribution.csv,4845da4f51bdd6651e7a54c1aaa279cbe0af1d0dd5fc8d0175bcdaf1cc0a2502,"{""dataset_key"":""hrdataset_v14"",""target_label"":""2"",""target_view"":""canonical_mapped""}",11,count,31,31,0,1,,Observed HRDataset_v14 target support.,The mapping is a study estimand and does not establish equivalence with INX labels.,Do not treat mapped categories as validated construct-equivalent outcomes.
R2E202,,new,True,,Methods — HR target construction,round2_hr_mapping,numerical,direct_exact,approved,The retained three-class HR label 3 support was 243.,reports/research_log/major_revision_v3/phase3b_data_quality/target_distribution.csv,4845da4f51bdd6651e7a54c1aaa279cbe0af1d0dd5fc8d0175bcdaf1cc0a2502,"{""dataset_key"":""hrdataset_v14"",""target_label"":""3"",""target_view"":""canonical_mapped""}",10,count,243,243,0,1,,Observed HRDataset_v14 target support.,The mapping is a study estimand and does not establish equivalence with INX labels.,Do not treat mapped categories as validated construct-equivalent outcomes.
R2E203,,new,True,,Methods — HR target construction,round2_hr_mapping,numerical,direct_exact,approved,The retained three-class HR label 4 support was 37.,reports/research_log/major_revision_v3/phase3b_data_quality/target_distribution.csv,4845da4f51bdd6651e7a54c1aaa279cbe0af1d0dd5fc8d0175bcdaf1cc0a2502,"{""dataset_key"":""hrdataset_v14"",""target_label"":""4"",""target_view"":""canonical_mapped""}",9,count,37,37,0,1,,Observed HRDataset_v14 target support.,The mapping is a study estimand and does not establish equivalence with INX labels.,Do not treat mapped categories as validated construct-equivalent outcomes.
R2E204,,new,True,,Methods — HR target construction,round2_hr_mapping,numerical,direct_exact,approved,The raw-order HR PIP support was 13.,reports/research_log/major_revision_v3/phase3b_data_quality/target_distribution.csv,4845da4f51bdd6651e7a54c1aaa279cbe0af1d0dd5fc8d0175bcdaf1cc0a2502,"{""dataset_key"":""hrdataset_v14"",""target_label"":""PIP"",""target_view"":""raw""}",8,count,13,13,0,1,,Observed HRDataset_v14 target support.,The mapping is a study estimand and does not establish equivalence with INX labels.,Do not treat mapped categories as validated construct-equivalent outcomes.
R2E205,,new,True,,Methods — HR target construction,round2_hr_mapping,numerical,direct_exact,approved,The raw-order HR Needs Improvement support was 18.,reports/research_log/major_revision_v3/phase3b_data_quality/target_distribution.csv,4845da4f51bdd6651e7a54c1aaa279cbe0af1d0dd5fc8d0175bcdaf1cc0a2502,"{""dataset_key"":""hrdataset_v14"",""target_label"":""Needs Improvement"",""target_view"":""raw""}",7,count,18,18,0,1,,Observed HRDataset_v14 target support.,The mapping is a study estimand and does not establish equivalence with INX labels.,Do not treat mapped categories as validated construct-equivalent outcomes.
R2E206,,new,True,,Methods — HR target construction,round2_hr_mapping,numerical,direct_exact,approved,The raw-order HR Fully Meets support was 243.,reports/research_log/major_revision_v3/phase3b_data_quality/target_distribution.csv,4845da4f51bdd6651e7a54c1aaa279cbe0af1d0dd5fc8d0175bcdaf1cc0a2502,"{""dataset_key"":""hrdataset_v14"",""target_label"":""Fully Meets"",""target_view"":""raw""}",6,count,243,243,0,1,,Observed HRDataset_v14 target support.,The mapping is a study estimand and does not establish equivalence with INX labels.,Do not treat mapped categories as validated construct-equivalent outcomes.
R2E207,,new,True,,Methods — HR target construction,round2_hr_mapping,numerical,direct_exact,approved,The raw-order HR Exceeds support was 37.,reports/research_log/major_revision_v3/phase3b_data_quality/target_distribution.csv,4845da4f51bdd6651e7a54c1aaa279cbe0af1d0dd5fc8d0175bcdaf1cc0a2502,"{""dataset_key"":""hrdataset_v14"",""target_label"":""Exceeds"",""target_view"":""raw""}",5,count,37,37,0,1,,Observed HRDataset_v14 target support.,The mapping is a study estimand and does not establish equivalence with INX labels.,Do not treat mapped categories as validated construct-equivalent outcomes.
R2E208,,new,True,,Results — HR target construction,round2_hr_mapping,numerical,direct_exact,approved,Three-class raw-XGBoost mean macro-F1 was 0.6531.,reports/research_log/major_revision_v3/phase3a_hrdataset_sensitivity/variability_summary.csv,1725d5161c414f21fe353fe01cf685cffc59ef5dde1b5253e0bf494b47659cd2,"{""formulation_id"":""primary_three_class"",""metric"":""macro_f1"",""system"":""xgboost_raw""}",35,mean,0.6530863072598907,0.6531,4,1,,Mean across five prespecified 5×5 nested-CV repetitions.,"The value is formulation-, system-, and metric-specific; ranges are not confidence intervals.",Do not subtract across formulations or call either target construct-equivalent.
R2E209,,new,True,,Results — HR target construction,round2_hr_mapping,numerical,direct_exact,approved,Three-class raw-XGBoost mean QWK was 0.5339.,reports/research_log/major_revision_v3/phase3a_hrdataset_sensitivity/variability_summary.csv,1725d5161c414f21fe353fe01cf685cffc59ef5dde1b5253e0bf494b47659cd2,"{""formulation_id"":""primary_three_class"",""metric"":""quadratic_weighted_kappa"",""system"":""xgboost_raw""}",39,mean,0.5339468057464363,0.5339,4,1,,Mean across five prespecified 5×5 nested-CV repetitions.,"The value is formulation-, system-, and metric-specific; ranges are not confidence intervals.",Do not subtract across formulations or call either target construct-equivalent.
R2E210,,new,True,,Results — HR target construction,round2_hr_mapping,numerical,direct_exact,approved,Three-class sigmoid-XGBoost mean macro-F1 was 0.6274.,reports/research_log/major_revision_v3/phase3a_hrdataset_sensitivity/variability_summary.csv,1725d5161c414f21fe353fe01cf685cffc59ef5dde1b5253e0bf494b47659cd2,"{""formulation_id"":""primary_three_class"",""metric"":""macro_f1"",""system"":""xgboost_sigmoid""}",45,mean,0.627382962179569,0.6274,4,1,,Mean across five prespecified 5×5 nested-CV repetitions.,"The value is formulation-, system-, and metric-specific; ranges are not confidence intervals.",Do not subtract across formulations or call either target construct-equivalent.
R2E211,,new,True,,Results — HR target construction,round2_hr_mapping,numerical,direct_exact,approved,Three-class sigmoid-XGBoost mean QWK was 0.6044.,reports/research_log/major_revision_v3/phase3a_hrdataset_sensitivity/variability_summary.csv,1725d5161c414f21fe353fe01cf685cffc59ef5dde1b5253e0bf494b47659cd2,"{""formulation_id"":""primary_three_class"",""metric"":""quadratic_weighted_kappa"",""system"":""xgboost_sigmoid""}",49,mean,0.6043709651015794,0.6044,4,1,,Mean across five prespecified 5×5 nested-CV repetitions.,"The value is formulation-, system-, and metric-specific; ranges are not confidence intervals.",Do not subtract across formulations or call either target construct-equivalent.
R2E212,,new,True,,Results — HR target construction,round2_hr_mapping,numerical,direct_exact,approved,Four-class raw-XGBoost mean macro-F1 was 0.5847.,reports/research_log/major_revision_v3/phase3a_hrdataset_sensitivity/variability_summary.csv,1725d5161c414f21fe353fe01cf685cffc59ef5dde1b5253e0bf494b47659cd2,"{""formulation_id"":""raw_order_four_class"",""metric"":""macro_f1"",""system"":""xgboost_raw""}",85,mean,0.5846691663028805,0.5847,4,1,,Mean across five prespecified 5×5 nested-CV repetitions.,"The value is formulation-, system-, and metric-specific; ranges are not confidence intervals.",Do not subtract across formulations or call either target construct-equivalent.
R2E213,,new,True,,Results — HR target construction,round2_hr_mapping,numerical,direct_exact,approved,Four-class raw-XGBoost mean QWK was 0.6288.,reports/research_log/major_revision_v3/phase3a_hrdataset_sensitivity/variability_summary.csv,1725d5161c414f21fe353fe01cf685cffc59ef5dde1b5253e0bf494b47659cd2,"{""formulation_id"":""raw_order_four_class"",""metric"":""quadratic_weighted_kappa"",""system"":""xgboost_raw""}",89,mean,0.628778996733584,0.6288,4,1,,Mean across five prespecified 5×5 nested-CV repetitions.,"The value is formulation-, system-, and metric-specific; ranges are not confidence intervals.",Do not subtract across formulations or call either target construct-equivalent.
R2E214,,new,True,,Results — HR target construction,round2_hr_mapping,numerical,direct_exact,approved,Four-class sigmoid-XGBoost mean macro-F1 was 0.5481.,reports/research_log/major_revision_v3/phase3a_hrdataset_sensitivity/variability_summary.csv,1725d5161c414f21fe353fe01cf685cffc59ef5dde1b5253e0bf494b47659cd2,"{""formulation_id"":""raw_order_four_class"",""metric"":""macro_f1"",""system"":""xgboost_sigmoid""}",95,mean,0.5480971145687759,0.5481,4,1,,Mean across five prespecified 5×5 nested-CV repetitions.,"The value is formulation-, system-, and metric-specific; ranges are not confidence intervals.",Do not subtract across formulations or call either target construct-equivalent.
R2E215,,new,True,,Results — HR target construction,round2_hr_mapping,numerical,direct_exact,approved,Four-class sigmoid-XGBoost mean QWK was 0.6621.,reports/research_log/major_revision_v3/phase3a_hrdataset_sensitivity/variability_summary.csv,1725d5161c414f21fe353fe01cf685cffc59ef5dde1b5253e0bf494b47659cd2,"{""formulation_id"":""raw_order_four_class"",""metric"":""quadratic_weighted_kappa"",""system"":""xgboost_sigmoid""}",99,mean,0.6621061914750201,0.6621,4,1,,Mean across five prespecified 5×5 nested-CV repetitions.,"The value is formulation-, system-, and metric-specific; ranges are not confidence intervals.",Do not subtract across formulations or call either target construct-equivalent.
R2E216,,new,True,,Results — HR CV design,round2_hr_cv,numerical,direct_exact,approved,"Of the 14 HR CV-design comparisons, 11 fell inside the repeated-run ranges.",reports/research_log/major_revision_round2/round2_claim_matrix/DERIVED_SUMMARIES.csv,7b1600988d2f0e9539cf529a23e4c633f44f4f0f2540202e523eb14e96b7ddf5,"{""summary_id"":""hr_cv_inside""}",5,value,11,11,0,1,,Fourteen retained-mapping point-estimate versus empirical-range checks.,Observed repetition ranges are not confidence intervals.,Do not call the result an equivalence test.
R2E217,,new,True,,Results — HR CV design,round2_hr_cv,numerical,direct_exact,approved,"Of the 14 HR CV-design comparisons, 3 fell outside the repeated-run ranges.",reports/research_log/major_revision_round2/round2_claim_matrix/DERIVED_SUMMARIES.csv,7b1600988d2f0e9539cf529a23e4c633f44f4f0f2540202e523eb14e96b7ddf5,"{""summary_id"":""hr_cv_outside""}",6,value,3,3,0,1,,Fourteen retained-mapping point-estimate versus empirical-range checks.,Observed repetition ranges are not confidence intervals.,Do not claim unqualified robustness.
R2E218,,new,True,,Results — HR target aliases,round2_hr_alias,numerical,direct_exact,approved,The matched 309↔309 exclusion/refit macro-F1 change was 0.004210.,reports/research_log/major_revision_round2/hr_target_alias_sensitivity/comparison_deltas.csv,ef0c6e9782af1215a542286405d497fe17da4d43a9d0f053b159dde829c540eb,"{""comparison_id"":""matched_refit_effect"",""metric"":""macro_f1""}",6,right_minus_left,0.004209552434417785,0.004210,6,1,,Repetition-1 raw-XGBoost target-alias sensitivity.,Matched refit and fit-free sample-removal contrasts are distinct estimands.,Do not attribute sample removal to refitting or claim equivalence.
R2E219,,new,True,,Results — HR target aliases,round2_hr_alias,numerical,direct_exact,approved,The matched 309↔309 exclusion/refit QWK change was -0.000339.,reports/research_log/major_revision_round2/hr_target_alias_sensitivity/comparison_deltas.csv,ef0c6e9782af1215a542286405d497fe17da4d43a9d0f053b159dde829c540eb,"{""comparison_id"":""matched_refit_effect"",""metric"":""quadratic_weighted_kappa""}",12,right_minus_left,-0.00033913054066048165,-0.000339,6,1,,Repetition-1 raw-XGBoost target-alias sensitivity.,Matched refit and fit-free sample-removal contrasts are distinct estimands.,Do not attribute sample removal to refitting or claim equivalence.
R2E220,,new,True,,Results — HR target aliases,round2_hr_alias,numerical,direct_exact,approved,The matched 309↔309 exclusion/refit ordinal-MAE change was 0.000000.,reports/research_log/major_revision_round2/hr_target_alias_sensitivity/comparison_deltas.csv,ef0c6e9782af1215a542286405d497fe17da4d43a9d0f053b159dde829c540eb,"{""comparison_id"":""matched_refit_effect"",""metric"":""ordinal_mae""}",11,right_minus_left,0.0,0.000000,6,1,,Repetition-1 raw-XGBoost target-alias sensitivity.,Matched refit and fit-free sample-removal contrasts are distinct estimands.,Do not attribute sample removal to refitting or claim equivalence.
R2E221,,new,True,,Results — HR target aliases,round2_hr_alias,numerical,direct_exact,approved,The matched 309↔309 exclusion/refit RPS change was 0.000024.,reports/research_log/major_revision_round2/hr_target_alias_sensitivity/comparison_deltas.csv,ef0c6e9782af1215a542286405d497fe17da4d43a9d0f053b159dde829c540eb,"{""comparison_id"":""matched_refit_effect"",""metric"":""ranked_probability_score""}",13,right_minus_left,2.3791901245101554e-05,0.000024,6,1,,Repetition-1 raw-XGBoost target-alias sensitivity.,Matched refit and fit-free sample-removal contrasts are distinct estimands.,Do not attribute sample removal to refitting or claim equivalence.
R2E222,,new,True,,Results — HR target aliases,round2_hr_alias,numerical,direct_exact,approved,The matched 309↔309 exclusion/refit log-loss change was 0.010803.,reports/research_log/major_revision_round2/hr_target_alias_sensitivity/comparison_deltas.csv,ef0c6e9782af1215a542286405d497fe17da4d43a9d0f053b159dde829c540eb,"{""comparison_id"":""matched_refit_effect"",""metric"":""nll_log_loss""}",10,right_minus_left,0.010803014872976635,0.010803,6,1,,Repetition-1 raw-XGBoost target-alias sensitivity.,Matched refit and fit-free sample-removal contrasts are distinct estimands.,Do not attribute sample removal to refitting or claim equivalence.
R2E223,,new,True,,Results — HR target aliases,round2_hr_alias,numerical,direct_exact,approved,The matched 309↔309 exclusion/refit Brier-score change was 0.000668.,reports/research_log/major_revision_round2/hr_target_alias_sensitivity/comparison_deltas.csv,ef0c6e9782af1215a542286405d497fe17da4d43a9d0f053b159dde829c540eb,"{""comparison_id"":""matched_refit_effect"",""metric"":""multiclass_brier""}",9,right_minus_left,0.0006683168173489684,0.000668,6,1,,Repetition-1 raw-XGBoost target-alias sensitivity.,Matched refit and fit-free sample-removal contrasts are distinct estimands.,Do not attribute sample removal to refitting or claim equivalence.
R2E224,,new,True,,Results — HR target aliases,round2_hr_alias,numerical,direct_exact,approved,The matched 309↔309 exclusion/refit ECE change was -0.011197.,reports/research_log/major_revision_round2/hr_target_alias_sensitivity/comparison_deltas.csv,ef0c6e9782af1215a542286405d497fe17da4d43a9d0f053b159dde829c540eb,"{""comparison_id"":""matched_refit_effect"",""metric"":""ece_confidence""}",5,right_minus_left,-0.011196953209805946,-0.011197,6,1,,Repetition-1 raw-XGBoost target-alias sensitivity.,Matched refit and fit-free sample-removal contrasts are distinct estimands.,Do not attribute sample removal to refitting or claim equivalence.
R2E225,,new,True,,Results — HR target aliases,round2_hr_alias,numerical,direct_exact,approved,The fit-free 311→309 sample-removal macro-F1 change was 0.005357.,reports/research_log/major_revision_round2/hr_target_alias_sensitivity/comparison_deltas.csv,ef0c6e9782af1215a542286405d497fe17da4d43a9d0f053b159dde829c540eb,"{""comparison_id"":""sample_removal_effect"",""metric"":""macro_f1""}",22,right_minus_left,0.005357176526360252,0.005357,6,1,,Repetition-1 raw-XGBoost target-alias sensitivity.,Matched refit and fit-free sample-removal contrasts are distinct estimands.,Do not attribute sample removal to refitting or claim equivalence.
R2E226,,new,True,,Results — HR target aliases,round2_hr_alias,numerical,direct_exact,approved,The fit-free 311→309 sample-removal QWK change was -0.003035.,reports/research_log/major_revision_round2/hr_target_alias_sensitivity/comparison_deltas.csv,ef0c6e9782af1215a542286405d497fe17da4d43a9d0f053b159dde829c540eb,"{""comparison_id"":""sample_removal_effect"",""metric"":""quadratic_weighted_kappa""}",28,right_minus_left,-0.003035075062632786,-0.003035,6,1,,Repetition-1 raw-XGBoost target-alias sensitivity.,Matched refit and fit-free sample-removal contrasts are distinct estimands.,Do not attribute sample removal to refitting or claim equivalence.
R2E227,,new,True,,Results — HR target aliases,round2_hr_alias,numerical,direct_exact,approved,The fit-free 311→309 sample-removal ordinal-MAE change was -0.002071.,reports/research_log/major_revision_round2/hr_target_alias_sensitivity/comparison_deltas.csv,ef0c6e9782af1215a542286405d497fe17da4d43a9d0f053b159dde829c540eb,"{""comparison_id"":""sample_removal_effect"",""metric"":""ordinal_mae""}",27,right_minus_left,-0.0020707811735814208,-0.002071,6,1,,Repetition-1 raw-XGBoost target-alias sensitivity.,Matched refit and fit-free sample-removal contrasts are distinct estimands.,Do not attribute sample removal to refitting or claim equivalence.
R2E228,,new,True,,Results — HR target aliases,round2_hr_alias,numerical,direct_exact,approved,The fit-free 311→309 sample-removal RPS change was -0.000636.,reports/research_log/major_revision_round2/hr_target_alias_sensitivity/comparison_deltas.csv,ef0c6e9782af1215a542286405d497fe17da4d43a9d0f053b159dde829c540eb,"{""comparison_id"":""sample_removal_effect"",""metric"":""ranked_probability_score""}",29,right_minus_left,-0.0006362877480518142,-0.000636,6,1,,Repetition-1 raw-XGBoost target-alias sensitivity.,Matched refit and fit-free sample-removal contrasts are distinct estimands.,Do not attribute sample removal to refitting or claim equivalence.
R2E229,,new,True,,Results — HR target aliases,round2_hr_alias,numerical,direct_exact,approved,Candidate selection changed in 2 of 5 HR exclusion/refit outer folds.,reports/research_log/major_revision_round2/round2_claim_matrix/DERIVED_SUMMARIES.csv,7b1600988d2f0e9539cf529a23e4c633f44f4f0f2540202e523eb14e96b7ddf5,"{""summary_id"":""hr_alias_candidate_changed""}",7,value,2,2,0,1,,Repetition-1 raw-XGBoost exclusion/refit candidate schedules.,The count is descriptive and fold-specific.,Do not interpret it as population uncertainty.
